Activity_Id,Landing_Airport, Airline_Name,Operating_Airline_IATA_Code,Landing_Date,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_ Aircraft_ Type,Aircraft_Body_Type,Aircraft Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight,Landing_Status
184707,Erie International Airport,Delta Air Lines,DL,12-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,30,8850000,0
163809,Delta County Airport,Delta Air Lines,DL,13-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,75,24000000,0
114589,Eugene Airport (Mahlon Sweet Field),Delta Air Lines,DL,14-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,400,1,350000,1
220484,Evansville Regional Airport,Delta Air Lines,DL,15-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,3,403200,1
3349,Coastal Carolina Regional Airport (Craven County Regional),Delta Air Lines,DL,16-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,85,12087000,0
118285,Newark Liberty International Airport,Delta Air Lines,DL,17-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,223,1,401200,0
48194,Key West International Airport,Delta Air Lines,DL,18-01-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,2,284000,0
199761,Fairbanks International Airport,EVA Airways,BR,19-01-18,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,8,5216000,1
228111,Hector International Airport,EVA Airways,BR,20-01-18,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,60,33240000,1
93531,Fresno Yosemite International Airport,Emirates,EK,21-01-18,Emirates,EK,International,Middle East,Passenger,Wide Body,Airbus,A380,800,30,26058630,1
37976,Fayetteville Regional Airport,Etihad Airways,EY,22-01-18,Etihad Airways,EY,International,Middle East,Passenger,Wide Body,Boeing,777,200,12,5903928,1
39446,Glacier Park International Airport,Etihad Airways,EY,23-01-18,Etihad Airways,EY,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,18,9971982,1
216583,Flagstaff Pulliam Airport,Federal Express,FX,24-01-18,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,767,300,38,12388000,0
12634,Fort Lauderdale-Hollywood International Airport,Frontier Airlines,F9,25-01-18,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,102,13719000,1
58551,Bishop International Airport,Frontier Airlines,F9,26-01-18,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,121,17205958,0
178255,Sioux Falls Regional Airport,Hawaiian Airlines,HA,27-01-18,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,59,23659000,0
172737,Fort Smith Regional Airport,Japan Airlines,JL,28-01-18,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,300ER,30,16620000,0
21118,Fort Wayne International Airport,JetBlue Airways,B6,29-01-18,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,326,46357200,1
191809,Gillette-Campbell County Airport,JetBlue Airways,B6,30-01-18,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,165,28380000,0
76220,Garden City Regional Airport,KLM Royal Dutch Airlines,KL,31-01-18,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,200,17,6806800,1
56276,Spokane International Airport,KLM Royal Dutch Airlines,KL,01-02-18,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,300,13,5348200,0
42948,Grand Forks International Airport,Kalitta Air,K4,02-02-18,Kalitta Air,K4,International,Europe,Passenger,Wide Body,Boeing,747,200,1,630000,1
202331,East Texas Regional Airport,Kalitta Air,K4,03-02-18,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,400E,1,666000,0
204060,Grand Junction Regional Airport (Walker Field),Kalitta Air,K4,04-02-18,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,400F,1,652000,1
130925,Gainesville Regional Airport,Korean Air Lines,KE,05-02-18,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400ERF,1,653000,1
201081,Gulfport-Biloxi International Airport,Korean Air Lines,KE,06-02-18,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,400F,1,652000,0
175294,Green Bay-Austin Straubel International Airport,Korean Air Lines,KE,07-02-18,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,800,28,21364000,1
145524,Central Nebraska Regional Airport,Korean Air Lines,KE,08-02-18,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,800,17,11696000,0
85524,Killeen-Fort Hood Regional Airport,Korean Air Lines,KE,09-02-18,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,300ER,13,7202000,0
91776,Gerald R. Ford International Airport,Lufthansa German Airlines,LH,10-02-18,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,23,13133000,1
121425,Piedmont Triad International Airport,Lufthansa German Airlines,LH,11-02-18,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,24,20688000,1
55800,Greenville-Spartanburg International Airport,Nippon Cargo Airlines,KZ,12-02-18,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,800,25,19075000,0
38136,Gustavus Airport,Philippine Airlines,PR,13-02-18,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,30,16620000,1
180766,Great Falls International Airport,SAS Airlines,SK,14-02-18,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,29,12122000,0
13054,Golden Triangle Regional Airport,Singapore Airlines,SQ,15-02-18,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,300ER,60,33240000,1
165985,Gunnison-Crested Butte Regional Airport,SkyWest Airlines,OO,16-02-18,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1853,87091000,0
45405,Guam International Airport,SkyWest Airlines,OO,17-02-18,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,31,1457000,1
53292,Yampa Valley Airport (Yampa Valley Regional),SkyWest Airlines,OO,18-02-18,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,541,36247000,0
184999,Range Regional Airport (Chisholm-Hibbing Airport),SkyWest Airlines,OO,19-02-18,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,15,1005000,0
128289,Helena Regional Airport,SkyWest Airlines,OO,20-02-18,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,700,29,1943000,0
95465,Honolulu International Airport,SkyWest Airlines,OO,21-02-18,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,51,3830100,0
59184,Lea County Regional Airport,SkyWest Airlines,OO,22-02-18,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,626,46923082,0
214368,William P. Hobby Airport,SkyWest Airlines,OO,23-02-18,United Airlines,UA,International,Canada,Passenger,Regional Jet,Embraer,ERJ,175,135,10119195,1
73232,Westchester County Airport,Southwest Airlines,WN,24-02-18,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,300,561,63954000,1
121360,Valley International Airport,Southwest Airlines,WN,25-02-18,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,700,606,77568000,0
49911,Huntsville International Airport,Southwest Airlines,WN,26-02-18,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,800,66,9504000,0
71873,Barnstable Municipal Airport,Sun Country Airlines,SY,27-02-18,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,700,30,3876000,0
148181,Hays Regional Airport,Sun Country Airlines,SY,28-02-18,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,800,37,5411000,1
219448,Washington Dulles International Airport,Swiss International,LX,01-03-18,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,28,11728584,1
76606,Niagara Falls International Airport,"TACA International Airlines, S.A.",TA,02-03-18,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,8,1100000,1
158011,George Bush Intercontinental Airport,"TACA International Airlines, S.A.",TA,03-03-18,"TACA International Airlines, S.A.",TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,35,4977000,1
55374,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Turkish Airlines,TK,04-03-18,Turkish Airlines,TK,International,Europe,Passenger,Wide Body,Boeing,777,300,30,16619820,1
128541,Idaho Falls Regional Airport,United Airlines,UA,05-03-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,700,4,516800,0
188951,Wilmington Airport,United Airlines,UA,06-03-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,800,828,121136400,1
203988,Wilmington International Airport,United Airlines,UA,07-03-18,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,800,18,2633400,0
157999,Ford Airport,United Airlines,UA,08-03-18,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,800,7,1024100,0
121989,Indianapolis International Airport,United Airlines,UA,09-03-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,900,1189,186759700,0
185303,Falls International Airport,United Airlines,UA,10-03-18,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,900ER,45,7078500,1
190167,Sloulin Field International Airport,United Airlines,UA,11-03-18,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,55,8651500,0
154094,Long Island MacArthur Airport,United Airlines,UA,12-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,747,422,8,5040000,1
62743,Ithaca Tompkins Regional Airport,United Airlines,UA,13-03-18,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,422,146,91980000,0
113997,Hilo International Airport,United Airlines,UA,14-03-18,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,422,26,16380000,1
206561,Jackson Hole Airport,United Airlines,UA,15-03-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,468,92664000,0
30474,Jackson-Evers International Airport,United Airlines,UA,16-03-18,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,757,-,1,198000,1
111771,Jacksonville International Airport,United Airlines,UA,17-03-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,300,224,50176000,1
178794,John F. Kennedy International Airport (New York International Airport),United Airlines,UA,18-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,322,5,1600000,0
142859,Joplin Regional Airport,United Airlines,UA,19-03-18,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,767,322,19,6080000,1
208482,Jamestown Regional Airport,United Airlines,UA,20-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,400,31,10850000,0
180448,Juneau International Airport,United Airlines,UA,21-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,200,1,470000,0
101613,Kona International Airport at Keahole,United Airlines,UA,22-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222,49,21805000,1
165028,Ketchikan International Airport,United Airlines,UA,23-03-18,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,222,29,13340000,1
122920,Capital Region International Airport ( Lansing Capital City),United Airlines,UA,24-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,222B,6,2760000,0
50153,Laramie Regional Airport,United Airlines,UA,25-03-18,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,222B,56,25760000,1
52611,McCarran International Airport,United Airlines,UA,26-03-18,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,222B,30,13800000,0
185555,Lawton-Fort Sill Regional Airport,United Airlines,UA,27-03-18,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,787,800,31,11780000,1
213523,Los Angeles International Airport,United Airlines,UA,28-03-18,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,787,800,38,14440000,0
107838,Lubbock Preston Smith International Airport,United Airlines,UA,29-03-18,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,787,900,1,425000,1
159369,Arnold Palmer Regional Airport,United Airlines,UA,30-03-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,349,48057300,0
179140,Lake Charles Regional Airport,United Airlines,UA,31-03-18,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,5,688500,0
158168,Blue Grass Airport,United Airlines,UA,01-04-18,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,11,1514700,0
45266,Lafayette Regional Airport,United Airlines,UA,02-04-18,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,801,113902200,0
15727,LaGuardia Airport (Marine Air Terminal),United Airlines,UA,03-04-18,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,10,1422000,0
95814,Long Beach Airport (Daugherty Field),United Airlines,UA,04-04-18,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,110,15642000,1
199243,Lihue Airport,Virgin America,VX,05-04-18,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,145,19979405,1
34856,Bill and Hillary Clinton National Airport (Adams Field),Virgin America,VX,06-04-18,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1372,195790126,0
40695,Lincoln Airport (Lincoln Municipal),Virgin America,VX,07-04-18,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,37,5271247,0
190463,Laredo International Airport,Virgin Atlantic,VS,08-04-18,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,787,900,20,8500000,0
93310,La Crosse Regional Airport,Virgin Atlantic,VS,09-04-18,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Airbus,A340,600,23,13133000,1
176960,Lewiston-Nez Perce County Airport,ABX Air,GB,10-04-18,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,-,3,816000,1
20525,Midland International Airport,"Aer Lingus, Ltd.",EI,11-04-18,"Aer Lingus, Ltd.",EI,International,Europe,Passenger,Wide Body,Airbus,A330,200,20,7978480,1
95159,MBS International Airport,Aeromexico,AM,12-04-18,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,700,3,384000,1
92924,Kansas City International Airport,Aeromexico,AM,13-04-18,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,800,91,13281100,1
147698,Orlando International Airport,Air Canada,AC,14-04-18,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,767,300,31,9916900,0
157576,Harrisburg International Airport,Air Canada,AC,15-04-18,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,787,800,1,380100,1
83575,Chicago Midway International Airport,Air Canada,AC,16-04-18,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,84,11298000,0
187113,Meridian Regional Airport,Air Canada,AC,17-04-18,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,81,11518200,0
123189,Memphis International Airport,Air Canada,AC,18-04-18,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,10,1455000,0
185283,McAllen-Miller International Airport (McAllen Miller International),Air Canada,AC,19-04-18,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,22,3773000,1
171236,Rogue Valley International Airport,Air Canada,AC,20-04-18,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,1,97000,0
178431,Montgomery Regional Airport,Air China,CA,21-04-18,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,747,800,31,21328000,1
153914,Manhattan Regional Airport,Air France,AF,22-04-18,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,200,18,8281800,0
53755,Manchester-Boston Regional Airport,Air France,AF,23-04-18,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,777,300,12,6647928,1
33398,Miami International Airport,Air India Limited,AI,24-04-18,Air India Limited,AI,International,Asia,Passenger,Wide Body,Boeing,777,200,13,6382571,0
55765,General Mitchell International Airport,Air New Zealand,NZ,25-04-18,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,200,11,5170000,1
59238,Muskegon County Airport,Air New Zealand,NZ,26-04-18,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,300,27,14904000,1
214776,Melbourne International Airport,Alaska Airlines,AS,27-04-18,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,400,119,14399000,0
102188,Quad City International Airport,Alaska Airlines,AS,28-04-18,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,400,14,1694000,1
92111,Monroe Regional Airport,Alaska Airlines,AS,29-04-18,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,700,114,14728800,0
61427,Mammoth Yosemite Airport,Alaska Airlines,AS,30-04-18,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,700,11,1421200,0
164982,Mobile Regional Airport,Alaska Airlines,AS,01-05-18,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,800,73,10512000,1
5895,Minot International Airport,Alaska Airlines,AS,02-05-18,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,800,1,144000,1
71038,Sawyer International Airport,Alaska Airlines,AS,03-05-18,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900,47,6876100,0
218297,Monterey Regional Airport (Monterey Peninsula Airport),Alaska Airlines,AS,04-05-18,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900,14,2048200,1
51233,Dane County Regional Airport,Alaska Airlines,AS,05-05-18,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,900ER,81,12741300,0
62934,Missoula International Airport,Alaska Airlines,AS,06-05-18,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,900ER,19,2988700,1
16416,Minneapolis-Saint Paul International Airport,All Nippon Airways,NH,07-05-18,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,17174000,0
214943,Louis Armstrong New Orleans International Airport,American Airlines,AA,08-05-18,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,737,-,551,79344000,1
131018,Montrose Regional Airport,American Airlines,AA,09-05-18,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,-,3,594000,0
207527,Martha's Vineyard Airport,American Airlines,AA,10-05-18,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,300,15,4650000,0
58379,Myrtle Beach International Airport,American Airlines,AA,11-05-18,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,31,4405100,0
117872,Albert J. Ellis Airport,American Airlines,AA,12-05-18,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,757,129825500,0
84986,Oakland International Airport,Ameriflight,A8,13-05-18,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,21,338100,0
207462,Kahului Airport,Asiana Airlines,OZ,14-05-18,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,400F,26,17050000,1
155213,Will Rogers World Airport,Asiana Airlines,OZ,15-05-18,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,200ER,31,14260000,1
48911,Eppley Airfield,"Atlas Air, Inc",5Y,16-05-18,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,767,-,46,12512000,0
147447,Nome Airport,British Airways,BA,17-05-18,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,400,41,25830000,0
114961,Ontario International Airport,British Airways,BA,18-05-18,British Airways,BA,International,Europe,Passenger,Wide Body,Airbus,A380,800,18,15516126,0
215157,Chicago O'Hare International Airport,"COPA Airlines, Inc.",CM,19-05-18,"COPA Airlines, Inc.",CM,International,Central America,Passenger,Narrow Body,Boeing,737,800,31,4535300,1
227652,Norfolk International Airport,Cathay Pacific,CX,20-05-18,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,777,300ER,76,42028000,1
20867,Worcester Regional Airport,China Airlines,CI,21-05-18,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,747,400F,18,11988000,1
123247,Southwest Oregon Regional Airport (North Bend Municipal),China Airlines,CI,22-05-18,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,777,300ER,29,16066000,1
67111,Ralph Wien Memorial Airport,China Eastern,MU,23-05-18,China Eastern,MU,International,Asia,Passenger,Wide Body,Boeing,777,300ER,20,11080000,1
127907,Barkley Regional Airport,China Eastern,MU,24-05-18,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,11,4413200,0
149446,Plattsburgh International Airport,China Southern,CZ,25-05-18,China Southern,CZ,International,Asia,Passenger,Wide Body,Boeing,787,800,31,11780000,1
145066,Palm Beach International Airport,Compass Airlines,CP,26-05-18,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,170,7,506177,0
143932,Portland International Airport,Compass Airlines,CP,27-05-18,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,116,8694200,0
29570,Newport News/Williamsburg International Airport,Compass Airlines,CP,28-05-18,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,151,11351727,0
137786,Philadelphia International Airport,Delta Air Lines,DL,29-05-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,717,-,258,28380000,1
161018,Phoenix Sky Harbor International Airport,Delta Air Lines,DL,30-05-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,800,45,6583500,0
79765,General Wayne A. Downing Peoria International Airport,Delta Air Lines,DL,31-05-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,737,900,289,45459700,1
35752,Hattiesburg-Laurel Regional Airport,Delta Air Lines,DL,01-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,-,163,32274000,0
180394,Pocatello Regional Airport,Delta Air Lines,DL,02-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,757,300,41,9184000,1
11614,Pittsburgh International Airport,Delta Air Lines,DL,03-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300,36,10620000,0
109880,Pellston Regional Airport of Emmet County,Delta Air Lines,DL,04-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,767,300ER,74,23680000,1
165272,Pensacola International Airport (Pensacola Gulf Coast Regional Airport),Delta Air Lines,DL,05-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,5,672000,1
225025,Pago Pago International Airport (Tafuna Airport),Delta Air Lines,DL,06-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,38,5403600,0
2493,Tri-Cities Airport,Delta Air Lines,DL,07-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,323,4,1648860,1
76786,Mercedita Airport,Delta Air Lines,DL,08-06-18,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,43,6106000,0
125075,Petersburg James A. Johnson Airport,EVA Airways,BR,09-06-18,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,747,400F,8,5216000,0
185622,Palm Springs International Airport,EVA Airways,BR,10-06-18,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,62,34348000,1
218097,Pueblo Memorial Airport,Emirates,EK,11-06-18,Emirates,EK,International,Middle East,Passenger,Wide Body,Airbus,A380,800,31,26927251,1
168406,Theodore Francis Green State Airport,Etihad Airways,EY,12-06-18,Etihad Airways,EY,International,Middle East,Passenger,Wide Body,Boeing,777,300ER,31,17173969,0
19584,Portland International Jetport,Federal Express,FX,13-06-18,Federal Express,FX,Domestic,US,Freighter,Wide Body,Boeing,767,300,49,15974000,1
28412,Rapid City Regional Airport,Frontier Airlines,F9,14-06-18,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,104,13988000,0
107119,Redding Municipal Airport,Frontier Airlines,F9,15-06-18,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,144,20476512,1
161272,Redmond Municipal Airport (Roberts Field),Hawaiian Airlines,HA,16-06-18,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,62,24862000,0
83581,Raleigh-Durham International Airport,Japan Airlines,JL,17-06-18,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,17174000,1
23118,Rhinelander-Oneida County Airport,JetBlue Airways,B6,18-06-18,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,330,46926000,0
90291,Richmond International Airport,JetBlue Airways,B6,19-06-18,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,158,27176000,0
130336,Rock Springs-Sweetwater County Airport,KLM Royal Dutch Airlines,KL,20-06-18,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,200,17,6806800,0
193569,Reno/Tahoe International Airport,KLM Royal Dutch Airlines,KL,21-06-18,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,300,14,5759600,0
102849,Roanoke Regional Airport (Woodrum Field),Kalitta Air,K4,22-06-18,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,747,400F,25,16300000,0
28882,Greater Rochester International Airport,Korean Air Lines,KE,23-06-18,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,800,28,21364000,1
212035,Roswell International Air Center,Korean Air Lines,KE,24-06-18,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,747,800,30,20640000,1
54278,Rochester International Airport,Korean Air Lines,KE,25-06-18,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,300ER,1,554000,0
177013,Southwest Florida International Airport,Lufthansa German Airlines,LH,26-06-18,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,22,12562000,0
5993,Santa Fe Municipal Airport,Lufthansa German Airlines,LH,27-06-18,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A380,800,31,26722000,0
111270,San Diego International Airport (Lindbergh Field),Nippon Cargo Airlines,KZ,28-06-18,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,800,23,17549000,1
7348,San Antonio International Airport,Philippine Airlines,PR,29-06-18,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,777,300ER,31,17174000,1
20423,Savannah/Hilton Head International Airport,Philippine Airlines,PR,30-06-18,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,300,9,3769866,1
216411,Santa Barbara Municipal Airport (Santa Barbara Airport),Qantas Airways,QF,01-07-18,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,400,8,5085304,1
18377,South Bend International Airport (South Bend Regional),SAS Airlines,SK,02-07-18,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,29,12122000,1
